NAME,PROCESSOR,RAM,,HDD,SSD,GRAPHIC CARD,DISPLAY,OPERATING SYSTEM, PRICE ,IMAGE-src
Lenovo Ideapad Z580 (59-347570) Laptop (3rd Gen Ci3/ 4GB/ 1TB/ Win8),Intel Core i3 3rd Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 29,990 ",https://cdn1.smartprix.com/rx-iIpvXeY6W-w103-h125/lenovo-ideapad-320-l.jpg
Lenovo Ideapad 500 (80NS0072IN) Notebook (6th Gen Intel Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel core i5 6th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",DOS OS," 21,990 ",https://cdn1.smartprix.com/rx-iTtGcA3uA-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo Ideapad 500-14ISK (80Q30056IN) Notebook (6th Gen Intel Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 6th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,990 ",https://cdn1.smartprix.com/rx-iBNdr56i7-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo Ideapad Z510 (59-387061) Laptop (4th Gen Ci5/ 4GB/ 1TB/ Win8/ 2GB Graph),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",DOS OS," 50,000 ",https://cdn1.smartprix.com/rx-iGigT5jb4-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo V110 (80TDA00HIN) Laptop (AMD A6/ 4GB/ 1TB/ FreeDOS),AMD Dual Core A6 9210,4 GB DDR3 RAM,,2 TB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 29,900 ",https://cdn1.smartprix.com/rx-i0Wl4aqnm-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo Ideapad Z510 (59-387057) Laptop (4th Gen Ci5/ 4GB/ 1TB/ Win8/ 1GB Graph),Intel Core i5,4 GB DDR3 RAM,,500 GB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",DOS OS," 30,342 ",https://cdn1.smartprix.com/rx-iplkz8C8u-w103-h125/lenovo-essential-g57.jpg
Lenovo Ideapad Z580 (59-347604) Laptop (3rd Gen Ci3/ 4GB/ 1TB/ Win8),Intel Core i3 3rd Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",DOS OS," 38,150 ",https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Lenovo G50-80 (80L0006FIN) Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1),Intel Core i3,4 GB DDR3 RAM,,500 GB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",DOS OS," 32,500 ",https://cdn1.smartprix.com/rx-ispiIGyC3-w103-h125/lenovo-essential-g58.jpg
Lenovo v110 (80TL009TIH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i3 6100U 6th Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 21,490 ",https://cdn1.smartprix.com/rx-isei2aJOP-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo G50-80 (80E501FUIN) Notebook (5th Gen Ci5/ 4GB/ 1TB/ FreeDOS),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,16 GB SSD,Intel UHD 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 37,500 ",https://cdn1.smartprix.com/rx-ih4bCwyKK-w103-h125/lenovo-ideapad-330s.jpg
Lenovo Ideapad 100 15IBY Laptop (PQC/ 4GB/ 1TB/ FreeDOS),Intel Pentium,4 GB DDR3 RAM,,1 TB Hard Disk,16 GB SSD,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 50,000 ",https://cdn1.smartprix.com/rx-iMPp9wMHA-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo V310-14ISK (80SX0081IH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Free DOS),Intel Core i3 6th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,16 GB SSD,Intel UHD 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 53,890 ",https://cdn1.smartprix.com/rx-iydYQQWfC-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo Z51-70 (80K600W0IN) Laptop (5th Gen Intel Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,16 GB SSD,2 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 39,990 ",https://cdn1.smartprix.com/rx-iclGjfJqf-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo Essential G50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ FreeDOS/ 2GB Graph) (59-443034),Intel Core i5 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,16 GB SSD,Intel UHD 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 52,214 ",https://cdn1.smartprix.com/rx-imcGLJEQ2-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo G50-80 (80L0006CIN) Notebook (4th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 8 OS," 42,087 ",https://cdn1.smartprix.com/rx-igql9XT9S-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Ideapad Z500 (59-380480) Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8/ 1GB Graph),Intel Core i5 3rd Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,15.6 inches,DOS OS," 40,320 ",https://cdn1.smartprix.com/rx-iWL0ofdP0-w103-h125/lenovo-z50-notebook.jpg
Lenovo Ideapad 110 (80T70019IH) Laptop (CDC/ 4GB/ 1TB/ FreeDOS),Intel Celeron N3060,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 44,490 ",https://cdn1.smartprix.com/rx-idvnNgPJZ-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Z50 Notebook (4th Gen Ci5/ 4GB/ 1TB/ FreeDOS) (59-442264),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 43,000 ",https://cdn1.smartprix.com/rx-i1qKaRYxg-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo G50 Notebook (80G000LGIN) (4th Gen Pentium Quad Core/ 4GB/ 1TB/ Win8.1),Intel Pentium 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 27,599 ",https://cdn1.smartprix.com/rx-inEDPGu0O-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo Thinkpad E450 (20DD0065IG) Laptop (5th Gen Ci3/ 4GB/ 1TB/ Free DOS),Intel Core i3 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",DOS OS," 42,700 ",https://cdn1.smartprix.com/rx-ijHvNcloC-w103-h125/lenovo-ideapad-z50-n.jpg
Lenovo G50-80 (80L000HRIN) Notebook (4th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 40,999 ",https://cdn1.smartprix.com/rx-ixzX920L2-w103-h125/lenovo-ideapad-300-8.jpg
Lenovo Thinkpad 20ALA0K-WIG Laptop (4th Gen Ci5/ 4GB/ 1TB/ Win8),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 45,990 ",https://cdn1.smartprix.com/rx-ioiI1PZPW-w103-h125/lenovo-ideapad-310-8.jpg
Lenovo U41-70 (80JV00HKIN) Laptop (5th Gen Intel Ci3/ 4GB/ 1TB/ Win8.1),Intel Core i3 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",DOS OS," 42,078 ",https://cdn1.smartprix.com/rx-ikXthAMX1-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo Thinkpad Edge E450 (20DDA066IG) Laptop (5th Gen Ci5/ 4GB/ 1TB/ FreeDOS),Intel Core i5 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 55,090 ",https://cdn1.smartprix.com/rx-iRbXJVcRl-w103-h125/lenovo-ideapad-300-8.jpg
Lenovo Ideapad Z500 (59-366499) Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8),Intel Core i5 3rd Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 52,590 ",https://cdn1.smartprix.com/rx-inzK3YcyB-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Ideapad Z510 (59-405848) Notebook (4th Gen Ci5/ 4GB/ 1TB 8GB SSD/ Win8.1/ 1GB Graph),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 8 OS," 49,590 ",https://cdn1.smartprix.com/rx-io3KGYY1e-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Ideapad U510 (59-389403) Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8/ 2GB Graph),Intel Core i5 3rd Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 35,499 ",https://cdn1.smartprix.com/rx-iXJRGEaxq-w103-h125/lenovo-z51-70-80k400.jpg
Lenovo Ideapad U510 (59-349348) Ultrabook (3rd Gen Ci5/ 4GB/ 1TB 24GB SSD/ Win8/ 1GB Graph),Intel Core i5 3rd Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 8 OS," 76,199 ",https://cdn1.smartprix.com/rx-i6BaQg5PK-w103-h125/lenovo-ideapad-y50-7.jpg
Lenovo Ideapad 500-15ISK (80NT00L5IN) Notebook (6th Gen Intel Ci5/ 4GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 6th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 50,000 ",https://cdn1.smartprix.com/rx-iD9mFagvo-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Ideapad 510s (80UV006MIH) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows OS," 44,990 ",https://cdn1.smartprix.com/rx-i6GhjCqQt-w103-h125/lenovo-ideapad-300-1.jpg
Lenovo G50-80 (80E502UKIN) Notebook (5th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 46,990 ",https://cdn1.smartprix.com/rx-i1VbTER1K-w103-h125/lenovo-essential-b50.jpg
Lenovo B40-80 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (80LS0015IH),Intel Core i3 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 49,900 ",https://cdn1.smartprix.com/rx-i46P2KfOy-w103-h125/lenovo-z50-70-59-428.jpg
Lenovo V110 (80TDA00HIN) Laptop (AMD A6/ 4GB/ 1TB/ DOS),AMD APU A6 AMD APU A6 6th Gen 6th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15 inches, 1366 x 768 pixels",Windows 8 OS," 53,900 ",https://cdn1.smartprix.com/rx-i49La5xnu-w103-h125/lenovo-z-series-note.jpg
Lenovo Ideapad 320S (80X400CLIN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 47,990 ",https://cdn1.smartprix.com/rx-iaPyYn2A5-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo G50-70 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (59-422423),Intel Core i3,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 57,309 ",https://cdn1.smartprix.com/rx-idysQRl1t-w103-h125/lenovo-ideapad-510-8.jpg
Lenovo G50 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Free DOS) (59-442243),Intel Core i3 4th Gen,4 GB DDR3 RAM,,,256 GB SSD,2 GB  Graphics Card,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS," 89,499 ",https://cdn1.smartprix.com/rx-iIWNZ7HZU-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo Ideapad G50-30 Notebook (PQC/ 4GB/ 1TB/ Win8.1) (80G000EPIN),Intel 1st Gen Pentium,4 GB DDR3 RAM,,500 GB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 28,990 ",https://cdn1.smartprix.com/rx-iHtg5mWhl-w103-h125/lenovo-essential-g50.jpg
Lenovo Ideapad 110 (80TJ00D9IH) Laptop (AMD APU A8/ 4GB/ 1TB/ Win10),AMD A8-7410,4 GB DDR3 RAM,,500 GB Hard Disk,NO,2 GB  Graphics Card,"14 inches, 1366 x 768 pixels, Touch Screen",Windows 8 OS," 47,999 ",https://cdn1.smartprix.com/rx-iaHy1Uc37-w103-h125/lenovo-flex-2-14-59.jpg
Lenovo G50-80 (80E502UQIN) Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 5th Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,2 GB  Graphics Card,15.6 inches,DOS OS," 38,302 ",https://cdn1.smartprix.com/rx-i5YJIcsLX-w103-h125/lenovo-s510p-noteboo.jpg
Lenovo Ideapad Yoga 310 (80U2002QIH) Laptop (Pentium Quad Core/ 4GB/ 1TB/ Win10),Intel Pentium N4200,4 GB DDR3 RAM,,500 GB Hard Disk,NO,2 GB  Graphics Card,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 8 OS," 49,500 ",https://cdn1.smartprix.com/rx-iaIUUc4a0-w103-h125/lenovo-flex-2-14-not.jpg
Lenovo G50-80 (80L000HSIN) Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8),Intel Core i3,4 GB DDR3 RAM,,500 GB Hard Disk,NO,2 GB  Graphics Card,"14 inches, Touch Screen",Windows 8 OS," 47,090 ",https://cdn1.smartprix.com/rx-iQPdQjxDg-w103-h125/lenovo-ideapad-flex.jpg
Lenovo Z50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Free DOS/ 2GB Graph) (59-419439),Intel Core i5,4 GB DDR3 RAM,,500 GB Hard Disk,NO,2 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 28,499 ",https://cdn1.smartprix.com/rx-iHMrgMob3-w103-h125/lenovo-g50-45-laptop.jpg
Lenovo Ideapad 300 (80Q700DYIN) Laptop (6th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 6200U 6th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD  Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 27,490 ",https://cdn1.smartprix.com/rx-ioXutPdy4-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo V110 (80TCA00PIH) Laptop (7th Gen AMD A6/ 4GB/ 1TB/ Win10),AMD APU 7th Gen,4 GB DDR3 RAM,,,256 GB SSD,2 GB AMD  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 52,999 ",https://cdn1.smartprix.com/rx-i2QjQ0CBp-w103-h125/lenovo-thinkbook-15.jpg
Lenovo Ideapad 310 (80TV00Y9IH) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,4 GB DDR3 RAM,,,256 GB SSD,2 GB AMD  Graphics Card,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 51,999 ",https://cdn1.smartprix.com/rx-iTlAGwhG6-w103-h125/lenovo-thinkbook-14.jpg
Lenovo ThinkPad Edge E431 Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8/ 2GB Graph),Intel 3rd Gen Core i5,4 GB DDR3 RAM,,,256 GB SSD,2 GB AMD  Graphics Card,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 54,999 ",https://cdn1.smartprix.com/rx-ipmrSlCkg-w103-h125/lenovo-thinkbook-14s.jpg
Lenovo Ideapad 110 (80T700KJIN) Laptop (CDC/ 4GB/ 1TB/ Win10),Intel Celeron N3060,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 32,119 ",https://cdn1.smartprix.com/rx-iXsOidnOn-w103-h125/lenovo-g50-70-ideapa.jpg
Lenovo G50-80 (80E502Q3IH) Notebook (5th Gen Ci3/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i3 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 30,990 ",https://cdn1.smartprix.com/rx-inb9WycCS-w103-h125/lenovo-ideapad-g50-7.jpg
Lenovo G50-80 (80E503C9IH) Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows OS," 51,000 ",https://cdn1.smartprix.com/rx-iooBpw1xT-w103-h125/lenovo-ideapad-300-1.jpg
Lenovo B40-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/Intel HD Graphics 4400/ Win8.1),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.5 inches, 1366 x 768 pixels",Windows 8 OS," 32,499 ",https://cdn1.smartprix.com/rx-i5TL0mtxU-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo Ideapad Z580 (59-347589) Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8),Intel Core i5 3rd Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 39,941 ",https://cdn1.smartprix.com/rx-iwb8nNJzF-w103-h125/lenovo-g50-80e501lri.jpg
Lenovo G50-70 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Free DOS/ 2GB Graph) (59-422418),Intel Core i3 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 37,999 ",https://cdn1.smartprix.com/rx-iSKxZlhQK-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo Ideapad Z585 (59-347937) Laptop (APU Quad Core A8/ 4GB/ 1TB/ Win8/ 2.5GB Graph),AMD A8 APU,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 36,700 ",https://cdn1.smartprix.com/rx-iH030pqEW-w103-h125/lenovo-essential-g50.jpg
Lenovo G40-80 Notebook (80E400X1IN) (5th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 43,299 ",https://cdn1.smartprix.com/rx-iEme7JQsa-w103-h125/lenovo-ideapad-500-1.jpg
Lenovo Ideapad 310 (80TV0070IH) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 19,994 ",https://cdn1.smartprix.com/rx-iPnBvWmtU-w103-h125/lenovo-g50-70-notebo.jpg
Lenovo Essential G505s (59-379987) Laptop (APU Quad Core A8/ 4GB/ 1TB/ Win8/ 2GB Graph),AMD A8 APU,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 43,000 ",https://cdn1.smartprix.com/rx-irXbmj8n7-w103-h125/lenovo-ideapad-300-8.jpg
Lenovo Z50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Free DOS) (59-419432),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 32,800 ",https://cdn1.smartprix.com/rx-i0G350olt-w103-h125/lenovo-g50-45-80e302.jpg
Lenovo Ideapad 100 Laptop (3rd Gen PQC/ 4GB/ 1TB/ FreeDOS) (80MJ00QPIH),Intel Pentium N3540,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,15.6 inches,DOS OS," 31,340 ",https://cdn1.smartprix.com/rx-iHqs8HHtH-w103-h125/lenovo-g50-80-notebo.jpg
Lenovo Ideapad 320 (80XV00P8IN) Laptop (AMD Dual Core E2/ 4GB/ 1TB/ Win10),AMD APU E2-9000E,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,15.6 inches,DOS OS," 31,990 ",https://cdn1.smartprix.com/rx-iDN4E0e7f-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo Ideapad 320 (80XL03AAIN) Laptop (7th Gen Ci5/ 4GB/ 1TB/ FreeDOS),Intel Core i5 7200U 7th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows OS," 37,000 ",https://cdn1.smartprix.com/rx-i6OryHlO8-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo ThinkPad X240 Laptop (4th Gen Intel Core i5/ 4GB / 1TB/ Win8 Pro),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,15.6 inches,Windows 8 OS," 31,845 ",https://cdn1.smartprix.com/rx-iwSY2VNOe-w103-h125/lenovo-g50-80-80l000.jpg
Lenovo Ideapad 100 (80QQ01BBIH) Laptop (5th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"14 inches, 1920 x 1080 pixels",Windows OS," 47,990 ",https://cdn1.smartprix.com/rx-iPxmS4Dbo-w103-h125/lenovo-ideapad-500-8.jpg
Lenovo Ideapad 110 (80T700H0IH) Laptop (PQC/ 4GB/ 1TB/ FreeDOS),Intel Pentium N3710,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15 inches, 1366 x 768 pixels",DOS OS," 34,000 ",https://cdn1.smartprix.com/rx-ixk7jLsfj-w103-h125/lenovo-v110-80tl009t.jpg
Lenovo IP 320 (80XR015GIN) Laptop (PQC/ 4GB/ 1TB/ FreeDOS),Intel Pentium N4200,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 55,000 ",https://cdn1.smartprix.com/rx-iWNmsdeMi-w103-h125/lenovo-z51-70-80k600.jpg
Lenovo Yoga S1 20CDA01 Ultrabook (4th Gen Ci5/ 4GB/ 1TB/Intel HD Graphics 4400/ Win8/ Touch),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 35,990 ",https://cdn1.smartprix.com/rx-i5iJ1IlGw-w103-h125/lenovo-essential-g50.jpg
Lenovo Essential G50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 47,990 ",https://cdn1.smartprix.com/rx-iUkjhZGG6-w103-h125/lenovo-ideapad-510s.jpg
Lenovo G50-80 (80E502Q6IH) Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10),Intel 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 29,324 ",https://cdn1.smartprix.com/rx-ix20fbDzx-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo G50-70 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Free DOS) (59-422421),Intel Core i3 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 34,990 ",https://cdn1.smartprix.com/rx-iqYFt45EK-w103-h125/lenovo-ideapad-300-8.jpg
Lenovo Ideapad Z50 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Free DOS/ 2GB Garph) (59-442262),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 20,000 ",https://cdn1.smartprix.com/rx-i3dpGgQlz-w103-h125/lenovo-g50-70-notebo.jpg
Lenovo Ideapad 110 (80T70015IH) Laptop (PQC/ 4GB/ 1TB/ FreeDOS),Intel,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 36,994 ",https://cdn1.smartprix.com/rx-ib0tGBrrf-w103-h125/lenovo-ideapad-310-8.jpg
Lenovo Z50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Free DOS) (59-429601),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 36,000 ",https://cdn1.smartprix.com/rx-iaQYLzkTl-w103-h125/lenovo-essential-g50.jpg
Lenovo Ideapad Z580 (59-347587) Laptop (3rd Gen Ci3/ 4GB/ 1TB/ Win8),Intel Core i3 3rd Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,2 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 38,990 ",https://cdn1.smartprix.com/rx-iGOv7VSKc-w103-h125/lenovo-essential-g50.jpg
